Time,Command_1,Z_1,Step_1,Command_2,Z_2,Step_2
38.300000,0.173329,100.545668,100.000000,0.087611,49.846095,50.000000
38.400000,0.173461,100.526353,100.000000,0.086117,49.845188,50.000000
38.500000,0.173554,100.507308,100.000000,0.084626,49.844370,50.000000
38.600000,0.173608,100.488532,100.000000,0.083137,49.843639,50.000000
38.700000,0.173625,100.470024,100.000000,0.081651,49.842994,50.000000
38.800000,0.173604,100.451782,100.000000,0.080170,49.842432,50.000000
38.900000,0.173548,100.433804,100.000000,0.078693,49.841952,50.000000
39.000000,0.173455,100.416090,100.000000,0.077221,49.841551,50.000000
39.100000,0.173328,100.398638,100.000000,0.075755,49.841228,50.000000
39.200000,0.173166,100.381446,100.000000,0.074294,49.840981,50.000000
39.300000,0.172971,100.364513,100.000000,0.072840,49.840807,50.000000
39.400000,0.172744,100.347837,100.000000,0.071393,49.840707,50.000000
39.500000,0.172484,100.331418,100.000000,0.069953,49.840676,50.000000
39.600000,0.172193,100.315253,100.000000,0.068520,49.840714,50.000000
39.700000,0.171872,100.299340,100.000000,0.067096,49.840820,50.000000
39.800000,0.171520,100.283678,100.000000,0.065680,49.840990,50.000000
39.900000,0.171139,100.268266,100.000000,0.064272,49.841224,50.000000
40.000000,0.170730,100.253102,100.000000,0.062873,49.841519,50.000000
40.100000,0.170292,100.238184,100.000000,0.061484,49.841875,50.000000
40.200000,0.169827,100.223510,100.000000,0.060104,49.842289,50.000000
40.300000,0.169335,100.209079,100.000000,0.058735,49.842759,50.000000
40.400000,0.168818,100.194889,100.000000,0.057375,49.843285,50.000000
40.500000,0.168274,100.180938,100.000000,0.056026,49.843863,50.000000
40.600000,0.167706,100.167224,100.000000,0.054688,49.844494,50.000000
40.700000,0.167114,100.153747,100.000000,0.053361,49.845175,50.000000
40.800000,0.166498,100.140503,100.000000,0.052045,49.845905,50.000000
40.900000,0.165859,100.127491,100.000000,0.050740,49.846681,50.000000
41.000000,0.165197,100.114710,100.000000,0.049448,49.847503,50.000000
41.100000,0.164513,100.102157,100.000000,0.048167,49.848370,50.000000
41.200000,0.163808,100.089830,100.000000,0.046898,49.849278,50.000000
41.300000,0.163083,100.077728,100.000000,0.045642,49.850228,50.000000
41.400000,0.162337,100.065849,100.000000,0.044398,49.851218,50.000000
41.500000,0.161571,100.054191,100.000000,0.043167,49.852246,50.000000
41.600000,0.160786,100.042752,100.000000,0.041949,49.853310,50.000000
41.700000,0.159983,100.031531,100.000000,0.040744,49.854410,50.000000
41.800000,0.159162,100.020524,100.000000,0.039552,49.855544,50.000000
41.900000,0.158323,100.009731,100.000000,0.038374,49.856711,50.000000
42.000000,0.157467,99.999149,100.000000,0.037209,49.857909,50.000000
42.100000,0.156594,99.988777,100.000000,0.036058,49.859138,50.000000
42.200000,0.155706,99.978612,100.000000,0.034920,49.860395,50.000000
42.300000,0.154802,99.968653,100.000000,0.033797,49.861679,50.000000
42.400000,0.153883,99.958898,100.000000,0.032687,49.862990,50.000000
42.500000,0.152949,99.949345,100.000000,0.031592,49.864326,50.000000
42.600000,0.152002,99.939991,100.000000,0.030511,49.865685,50.000000
42.700000,0.151040,99.930835,100.000000,0.029445,49.867067,50.000000
42.800000,0.150066,99.921875,100.000000,0.028393,49.868471,50.000000
42.900000,0.149079,99.913108,100.000000,0.027355,49.869895,50.000000
43.000000,0.148080,99.904534,100.000000,0.026332,49.871339,50.000000
43.100000,0.147069,99.896150,100.000000,0.025324,49.872800,50.000000
43.200000,0.146047,99.887953,100.000000,0.024330,49.874279,50.000000
43.300000,0.145014,99.879943,100.000000,0.023351,49.875773,50.000000
43.400000,0.143971,99.872116,100.000000,0.022387,49.877282,50.000000
43.500000,0.142917,99.864472,100.000000,0.021438,49.878805,50.000000
43.600000,0.141854,99.857007,100.000000,0.020503,49.880342,50.000000
43.700000,0.140782,99.849721,100.000000,0.019584,49.881890,50.000000
43.800000,0.139701,99.842611,100.000000,0.018680,49.883448,50.000000
43.900000,0.138612,99.835675,100.000000,0.017790,49.885017,50.000000
44.000000,0.137515,99.828912,100.000000,0.016916,49.886595,50.000000
44.100000,0.136410,99.822318,100.000000,0.016056,49.888182,50.000000
44.200000,0.135298,99.815893,100.000000,0.015212,49.889775,50.000000
44.300000,0.134179,99.809634,100.000000,0.014382,49.891375,50.000000
44.400000,0.133054,99.803539,100.000000,0.013567,49.892980,50.000000
44.500000,0.131922,99.797607,100.000000,0.012767,49.894591,50.000000
44.600000,0.130785,99.791835,100.000000,0.011983,49.896205,50.000000
44.700000,0.129642,99.786222,100.000000,0.011212,49.897822,50.000000
44.800000,0.128495,99.780766,100.000000,0.010457,49.899442,50.000000
44.900000,0.127343,99.775463,100.000000,0.009717,49.901063,50.000000
45.000000,0.126186,99.770314,100.000000,0.008991,49.902685,50.000000
45.100000,0.125026,99.765316,100.000000,0.008279,49.904307,50.000000
45.200000,0.123861,99.760466,100.000000,0.007583,49.905929,50.000000
45.300000,0.122694,99.755763,100.000000,0.006901,49.907549,50.000000
45.400000,0.121523,99.751205,100.000000,0.006233,49.909168,50.000000
45.500000,0.120350,99.746791,100.000000,0.005580,49.910784,50.000000
45.600000,0.119174,99.742517,100.000000,0.004941,49.912397,50.000000
45.700000,0.117996,99.738383,100.000000,0.004316,49.914007,50.000000
45.800000,0.116816,99.734387,100.000000,0.003705,49.915612,50.000000
45.900000,0.115635,99.730526,100.000000,0.003108,49.917212,50.000000
46.000000,0.114452,99.726799,100.000000,0.002525,49.918806,50.000000
46.100000,0.113269,99.723204,100.000000,0.001956,49.920395,50.000000
46.200000,0.112084,99.719738,100.000000,0.001401,49.921977,50.000000
46.300000,0.110900,99.716401,100.000000,0.000859,49.923552,50.000000
46.400000,0.109715,99.713191,100.000000,0.000331,49.925119,50.000000
46.500000,0.108530,99.710105,100.000000,-0.000184,49.926678,50.000000
46.600000,0.107345,99.707142,100.000000,-0.000686,49.928229,50.000000
46.700000,0.106161,99.704300,100.000000,-0.001174,49.929771,50.000000
46.800000,0.104978,99.701577,100.000000,-0.001650,49.931304,50.000000
46.900000,0.103796,99.698971,100.000000,-0.002112,49.932827,50.000000
47.000000,0.102615,99.696481,100.000000,-0.002562,49.934339,50.000000
47.100000,0.101435,99.694105,100.000000,-0.003000,49.935841,50.000000
47.200000,0.100258,99.691841,100.000000,-0.003424,49.937333,50.000000
47.300000,0.099082,99.689687,100.000000,-0.003837,49.938812,50.000000
47.400000,0.097908,99.687643,100.000000,-0.004237,49.940281,50.000000
47.500000,0.096737,99.685705,100.000000,-0.004625,49.941737,50.000000
47.600000,0.095568,99.683872,100.000000,-0.005002,49.943181,50.000000
47.700000,0.094402,99.682143,100.000000,-0.005366,49.944612,50.000000
47.800000,0.093239,99.680516,100.000000,-0.005719,49.946031,50.000000
47.900000,0.092080,99.678989,100.000000,-0.006061,49.947436,50.000000
48.000000,0.090923,99.677560,100.000000,-0.006391,49.948828,50.000000
48.100000,0.089770,99.676229,100.000000,-0.006710,49.950206,50.000000
48.200000,0.088621,99.674993,100.000000,-0.007018,49.951571,50.000000
48.300000,0.087476,99.673850,100.000000,-0.007315,49.952921,50.000000
48.400000,0.086334,99.672799,100.000000,-0.007601,49.954257,50.000000
48.500000,0.085197,99.671839,100.000000,-0.007877,49.955578,50.000000
48.600000,0.084064,99.670968,100.000000,-0.008142,49.956885,50.000000
48.700000,0.082936,99.670184,100.000000,-0.008397,49.958176,50.000000
48.800000,0.081812,99.669486,100.000000,-0.008642,49.959453,50.000000
48.900000,0.080693,99.668872,100.000000,-0.008877,49.960714,50.000000
49.000000,0.079579,99.668341,100.000000,-0.009102,49.961960,50.000000
49.100000,0.078471,99.667890,100.000000,-0.009318,49.963190,50.000000
49.200000,0.077367,99.667520,100.000000,-0.009524,49.964405,50.000000
49.300000,0.076269,99.667227,100.000000,-0.009721,49.965604,50.000000
49.400000,0.075176,99.667011,100.000000,-0.009908,49.966787,50.000000
49.500000,0.074089,99.666871,100.000000,-0.010087,49.967954,50.000000
49.600000,0.073008,99.666804,100.000000,-0.010257,49.969105,50.000000
49.700000,0.071932,99.666809,100.000000,-0.010418,49.970239,50.000000
49.800000,0.070863,99.666885,100.000000,-0.010570,49.971358,50.000000
49.900000,0.069799,99.667031,100.000000,-0.010714,49.972460,50.000000
50.000000,0.068742,99.667244,100.000000,-0.010850,49.973546,50.000000
50.100000,0.067691,99.667525,100.000000,-0.010978,49.974615,50.000000
50.200000,0.066646,99.667870,100.000000,-0.011097,49.975668,50.000000
50.300000,0.065608,99.668279,100.000000,-0.011209,49.976704,50.000000
50.400000,0.064576,99.668751,100.000000,-0.011314,49.977724,50.000000
50.500000,0.063551,99.669284,100.000000,-0.011410,49.978728,50.000000
50.600000,0.062533,99.669877,100.000000,-0.011500,49.979715,50.000000
50.700000,0.061522,99.670529,100.000000,-0.011582,49.980685,50.000000
50.800000,0.060517,99.671237,100.000000,-0.011658,49.981639,50.000000
50.900000,0.059520,99.672002,100.000000,-0.011726,49.982576,50.000000
51.000000,0.058530,99.672821,100.000000,-0.011788,49.983497,50.000000
51.100000,0.057546,99.673694,100.000000,-0.011843,49.984402,50.000000
51.200000,0.056570,99.674619,100.000000,-0.011891,49.985290,50.000000
51.300000,0.055601,99.675595,100.000000,-0.011934,49.986162,50.000000
51.400000,0.054640,99.676621,100.000000,-0.011970,49.987017,50.000000
51.500000,0.053686,99.677695,100.000000,-0.012000,49.987856,50.000000
51.600000,0.052739,99.678817,100.000000,-0.012024,49.988679,50.000000
51.700000,0.051800,99.679985,100.000000,-0.012043,49.989486,50.000000
51.800000,0.050869,99.681198,100.000000,-0.012055,49.990276,50.000000
51.900000,0.049945,99.682455,100.000000,-0.012063,49.991051,50.000000
52.000000,0.049028,99.683754,100.000000,-0.012065,49.991810,50.000000
52.100000,0.048120,99.685096,100.000000,-0.012062,49.992552,50.000000
52.200000,0.047219,99.686477,100.000000,-0.012054,49.993279,50.000000
52.300000,0.046326,99.687898,100.000000,-0.012041,49.993991,50.000000
52.400000,0.045440,99.689358,100.000000,-0.012023,49.994687,50.000000
52.500000,0.044563,99.690855,100.000000,-0.012000,49.995367,50.000000
52.600000,0.043693,99.692387,100.000000,-0.011973,49.996032,50.000000
52.700000,0.042832,99.693956,100.000000,-0.011942,49.996681,50.000000
52.800000,0.041978,99.695558,100.000000,-0.011906,49.997316,50.000000
52.900000,0.041132,99.697193,100.000000,-0.011866,49.997935,50.000000
53.000000,0.040294,99.698861,100.000000,-0.011822,49.998540,50.000000
53.100000,0.039464,99.700559,100.000000,-0.011774,49.999130,50.000000
53.200000,0.038642,99.702288,100.000000,-0.011722,49.999705,50.000000
53.300000,0.037829,99.704046,100.000000,-0.011667,50.000265,50.000000
53.400000,0.037023,99.705832,100.000000,-0.011608,50.000812,50.000000
53.500000,0.036225,99.707645,100.000000,-0.011545,50.001343,50.000000
53.600000,0.035436,99.709485,100.000000,-0.011480,50.001861,50.000000
53.700000,0.034654,99.711351,100.000000,-0.011411,50.002365,50.000000
53.800000,0.033881,99.713240,100.000000,-0.011339,50.002855,50.000000
53.900000,0.033115,99.715154,100.000000,-0.011263,50.003331,50.000000
54.000000,0.032358,99.717090,100.000000,-0.011186,50.003793,50.000000
54.100000,0.031609,99.719048,100.000000,-0.011105,50.004243,50.000000
54.200000,0.030868,99.721028,100.000000,-0.011021,50.004679,50.000000
54.300000,0.030135,99.723027,100.000000,-0.010935,50.005101,50.000000
54.400000,0.029410,99.725046,100.000000,-0.010847,50.005511,50.000000
54.500000,0.028693,99.727084,100.000000,-0.010756,50.005908,50.000000
54.600000,0.027984,99.729139,100.000000,-0.010663,50.006293,50.000000
54.700000,0.027284,99.731211,100.000000,-0.010568,50.006664,50.000000
54.800000,0.026591,99.733300,100.000000,-0.010470,50.007024,50.000000
54.900000,0.025906,99.735404,100.000000,-0.010371,50.007371,50.000000
55.000000,0.025230,99.737523,100.000000,-0.010270,50.007707,50.000000
55.100000,0.024561,99.739655,100.000000,-0.010167,50.008030,50.000000
55.200000,0.023901,99.741801,100.000000,-0.010062,50.008342,50.000000
55.300000,0.023248,99.743960,100.000000,-0.009955,50.008643,50.000000
55.400000,0.022603,99.746130,100.000000,-0.009847,50.008932,50.000000
55.500000,0.021967,99.748312,100.000000,-0.009738,50.009209,50.000000
55.600000,0.021338,99.750503,100.000000,-0.009627,50.009476,50.000000
55.700000,0.020717,99.752705,100.000000,-0.009515,50.009732,50.000000
55.800000,0.020104,99.754916,100.000000,-0.009402,50.009977,50.000000
55.900000,0.019499,99.757135,100.000000,-0.009288,50.010212,50.000000
56.000000,0.018902,99.759362,100.000000,-0.009172,50.010436,50.000000
56.100000,0.018312,99.761596,100.000000,-0.009056,50.010651,50.000000
56.200000,0.017730,99.763836,100.000000,-0.008939,50.010855,50.000000
56.300000,0.017156,99.766083,100.000000,-0.008820,50.011049,50.000000
56.400000,0.016590,99.768335,100.000000,-0.008702,50.011234,50.000000
56.500000,0.016031,99.770592,100.000000,-0.008582,50.011409,50.000000
56.600000,0.015480,99.772853,100.000000,-0.008462,50.011575,50.000000
56.700000,0.014937,99.775117,100.000000,-0.008341,50.011732,50.000000
56.800000,0.014401,99.777385,100.000000,-0.008220,50.011879,50.000000
56.900000,0.013873,99.779655,100.000000,-0.008098,50.012018,50.000000
57.000000,0.013352,99.781927,100.000000,-0.007976,50.012148,50.000000
57.100000,0.012839,99.784201,100.000000,-0.007854,50.012270,50.000000
57.200000,0.012333,99.786476,100.000000,-0.007732,50.012383,50.000000
57.300000,0.011834,99.788751,100.000000,-0.007609,50.012489,50.000000
57.400000,0.011343,99.791026,100.000000,-0.007486,50.012586,50.000000
57.500000,0.010859,99.793300,100.000000,-0.007363,50.012675,50.000000
57.600000,0.010382,99.795574,100.000000,-0.007241,50.012757,50.000000
57.700000,0.009913,99.797846,100.000000,-0.007118,50.012831,50.000000
57.800000,0.009451,99.800116,100.000000,-0.006995,50.012897,50.000000
57.900000,0.008996,99.802384,100.000000,-0.006872,50.012957,50.000000
58.000000,0.008548,99.804649,100.000000,-0.006750,50.013009,50.000000
58.100000,0.008107,99.806911,100.000000,-0.006628,50.013055,50.000000
58.200000,0.007673,99.809169,100.000000,-0.006506,50.013094,50.000000
58.300000,0.007246,99.811423,100.000000,-0.006385,50.013126,50.000000
58.400000,0.006825,99.813673,100.000000,-0.006263,50.013152,50.000000
58.500000,0.006412,99.815918,100.000000,-0.006143,50.013171,50.000000
58.600000,0.006006,99.818158,100.000000,-0.006022,50.013185,50.000000
58.700000,0.005606,99.820392,100.000000,-0.005903,50.013192,50.000000
58.800000,0.005213,99.822620,100.000000,-0.005783,50.013194,50.000000
58.900000,0.004827,99.824841,100.000000,-0.005665,50.013190,50.000000
59.000000,0.004447,99.827057,100.000000,-0.005547,50.013180,50.000000
59.100000,0.004074,99.829265,100.000000,-0.005429,50.013166,50.000000
59.200000,0.003707,99.831466,100.000000,-0.005312,50.013145,50.000000
59.300000,0.003347,99.833659,100.000000,-0.005196,50.013120,50.000000
59.400000,0.002993,99.835844,100.000000,-0.005081,50.013090,50.000000
59.500000,0.002646,99.838021,100.000000,-0.004967,50.013055,50.000000
59.600000,0.002305,99.840189,100.000000,-0.004853,50.013015,50.000000
59.700000,0.001970,99.842348,100.000000,-0.004740,50.012971,50.000000
59.800000,0.001641,99.844499,100.000000,-0.004628,50.012922,50.000000
59.900000,0.001319,99.846640,100.000000,-0.004517,50.012869,50.000000
60.000000,4.001319,99.852771,200.000000,3.995483,50.016812,150.000000
60.100000,8.001319,99.866873,200.000000,7.995483,50.028731,150.000000
60.200000,12.001319,99.892906,200.000000,11.995483,50.052585,150.000000
60.300000,16.001319,99.934810,200.000000,15.995483,50.092316,150.000000
60.400000,20.001319,99.996506,200.000000,19.995483,50.151843,150.000000
60.500000,24.001319,100.081895,200.000000,23.995483,50.235069,150.000000
60.600000,28.001319,100.194858,200.000000,27.995483,50.345873,150.000000
60.700000,32.001319,100.339257,200.000000,31.995483,50.488120,150.000000
60.800000,36.001319,100.518936,200.000000,35.995483,50.665650,150.000000
60.900000,40.001319,100.737718,200.000000,39.995483,50.882288,150.000000
61.000000,44.001319,100.999407,200.000000,43.995483,51.141839,150.000000
61.100000,48.001319,101.307789,200.000000,47.995483,51.448087,150.000000
61.200000,52.001319,101.666631,200.000000,51.995483,51.804800,150.000000
61.300000,56.001319,102.079680,200.000000,55.995483,52.215724,150.000000
61.400000,60.001319,102.550664,200.000000,59.995483,52.684589,150.000000
61.500000,64.001319,103.083295,200.000000,63.995483,53.215106,150.000000
61.600000,68.001319,103.681265,200.000000,67.995483,53.810965,150.000000
61.700000,72.001319,104.348246,200.000000,71.995483,54.475841,150.000000
61.800000,76.001319,105.087893,200.000000,75.995483,55.213387,150.000000
61.900000,80.001319,105.903843,200.000000,79.995483,56.027242,150.000000
62.000000,84.001319,106.799715,200.000000,83.995483,56.921022,150.000000
62.100000,88.001319,107.779109,200.000000,87.995483,57.898330,150.000000
62.200000,92.001319,108.845607,200.000000,83.995483,58.954746,150.000000
62.300000,89.833781,109.996606,200.000000,79.995483,60.085875,150.000000
62.400000,85.833781,111.227684,200.000000,75.995483,61.287345,150.000000
62.500000,81.833781,112.534441,200.000000,71.995483,62.554802,150.000000
62.600000,77.833781,113.912497,200.000000,67.995483,63.883918,150.000000
62.700000,73.833781,115.357498,200.000000,63.995483,65.270384,150.000000
62.800000,69.833781,116.865106,200.000000,59.995483,66.709912,150.000000
62.900000,65.833781,118.431011,200.000000,55.995483,68.198239,150.000000
63.000000,61.833781,120.050920,200.000000,51.995483,69.731119,150.000000
63.100000,57.833781,121.720563,200.000000,47.995483,71.304331,150.000000
63.200000,53.833781,123.435692,200.000000,43.995483,72.913672,150.000000
63.300000,49.833781,125.192078,200.000000,39.995483,74.554962,150.000000
63.400000,45.833781,126.985517,200.000000,35.995483,76.224040,150.000000
63.500000,41.833781,128.811822,200.000000,31.995483,77.916769,150.000000
63.600000,37.833781,130.666830,200.000000,27.995483,79.629030,150.000000
63.700000,33.833781,132.546396,200.000000,23.995483,81.356725,150.000000
63.800000,29.833781,134.446398,200.000000,19.995483,83.095777,150.000000
63.900000,25.833781,136.362734,200.000000,15.995483,84.842129,150.000000
64.000000,21.833781,138.291322,200.000000,11.995483,86.591745,150.000000
64.100000,17.833781,140.228101,200.000000,7.995483,88.340608,150.000000
64.200000,13.833781,142.169030,200.000000,3.995483,90.084722,150.000000
64.300000,9.833781,144.110088,200.000000,-0.004517,91.820112,150.000000
64.400000,5.833781,146.047274,200.000000,-4.004517,93.542820,150.000000
64.500000,1.833781,147.976608,200.000000,-8.004517,95.248909,150.000000
64.600000,-2.166219,149.894130,200.000000,-12.004517,96.934464,150.000000
64.700000,-6.166219,151.795897,200.000000,-16.004517,98.595587,150.000000
64.800000,-10.166219,153.677990,200.000000,-20.004517,100.228399,150.000000
64.900000,-14.166219,155.536506,200.000000,-24.004517,101.829043,150.000000
65.000000,-18.166219,157.367563,200.000000,-28.004517,103.393679,150.000000
65.100000,-22.166219,159.167298,200.000000,-32.004517,104.918488,150.000000
65.200000,-26.166219,160.931869,200.000000,-36.004517,106.399667,150.000000
65.300000,-30.166219,162.657450,200.000000,-40.004517,107.833437,150.000000
65.400000,-34.166219,164.340238,200.000000,-44.004517,109.216033,150.000000
65.500000,-38.166219,165.976445,200.000000,-48.004517,110.543711,150.000000
65.600000,-42.166219,167.562305,200.000000,-52.004517,111.812747,150.000000
65.700000,-46.166219,169.094069,200.000000,-56.004517,113.019433,150.000000
65.800000,-49.666021,170.568509,200.000000,-58.964562,114.161121,150.000000
65.900000,-49.952389,171.985624,200.000000,-58.113105,115.238987,150.000000
66.000000,-50.016288,173.345637,200.000000,-56.939452,116.254525,150.000000
66.100000,-49.874684,174.648976,200.000000,-55.475707,117.209509,150.000000
66.200000,-49.544105,175.896253,200.000000,-53.753489,118.105965,150.000000
66.300000,-49.040607,177.088254,200.000000,-51.803767,118.946135,150.000000
66.400000,-48.379743,178.225915,200.000000,-49.656708,119.732447,150.000000
66.500000,-47.576530,179.310311,200.000000,-47.341542,120.467486,150.000000
66.600000,-46.645431,180.342640,200.000000,-44.886443,121.153964,150.000000
66.700000,-45.600337,181.324206,200.000000,-42.318425,121.794690,150.000000
66.800000,-44.454546,182.256411,200.000000,-39.663255,122.392550,150.000000
66.900000,-43.220758,183.140733,200.000000,-36.945372,122.950475,150.000000
67.000000,-41.911066,183.978723,200.000000,-34.187833,123.471423,150.000000
67.100000,-40.536946,184.771986,200.000000,-31.412263,123.958354,150.000000
67.200000,-39.109265,185.522173,200.000000,-28.638819,124.414211,150.000000
67.300000,-37.638272,186.230971,200.000000,-25.886166,124.841903,150.000000
67.400000,-36.133609,186.900092,200.000000,-23.171467,125.244284,150.000000
67.500000,-34.604313,187.531263,200.000000,-20.510383,125.624144,150.000000
67.600000,-33.058826,188.126219,200.000000,-17.917076,125.984187,150.000000
67.700000,-31.505005,188.686695,200.000000,-15.404231,126.327026,150.000000
67.800000,-29.950132,189.214418,200.000000,-12.983080,126.655167,150.000000
67.900000,-28.400928,189.711103,200.000000,-10.663432,126.971004,150.000000
68.000000,-26.863569,190.178440,200.000000,-8.453719,127.276809,150.000000
68.100000,-25.343700,190.618096,200.000000,-6.361033,127.574723,150.000000
68.200000,-23.846454,191.031708,200.000000,-4.391186,127.866757,150.000000
68.300000,-22.376467,191.420876,200.000000,-2.548758,128.154781,150.000000
68.400000,-20.937899,191.787160,200.000000,-0.837161,128.440529,150.000000
68.500000,-19.534452,192.132077,200.000000,0.741301,128.725589,150.000000
68.600000,-18.169389,192.457101,200.000000,2.185367,129.011409,150.000000
68.700000,-16.845555,192.763655,200.000000,3.494749,129.299294,150.000000
68.800000,-15.565398,193.053110,200.000000,4.670068,129.590411,150.000000
68.900000,-14.330986,193.326786,200.000000,5.712781,129.885784,150.000000
69.000000,-13.144030,193.585951,200.000000,6.625111,130.186306,150.000000
69.100000,-12.005907,193.831813,200.000000,7.409982,130.492735,150.000000
69.200000,-10.917674,194.065529,200.000000,8.070943,130.805703,150.000000
69.300000,-9.880091,194.288196,200.000000,8.612106,131.125718,150.000000
69.400000,-8.893643,194.500856,200.000000,9.038075,131.453171,150.000000
69.500000,-7.958554,194.704494,200.000000,9.353885,131.788341,150.000000
69.600000,-7.074814,194.900039,200.000000,9.564933,132.131400,150.000000
69.700000,-6.242188,195.088365,200.000000,9.676921,132.482420,150.000000
69.800000,-5.460242,195.270288,200.000000,9.695798,132.841381,150.000000
69.900000,-4.728354,195.446573,200.000000,9.627701,133.208175,150.000000
70.000000,-4.045739,195.617932,200.000000,9.478903,133.582614,150.000000
70.100000,-3.411456,195.785022,200.000000,9.255763,133.964437,150.000000
70.200000,-2.824431,195.948452,200.000000,8.964680,134.353315,150.000000
70.300000,-2.283469,196.108781,200.000000,8.612047,134.748861,150.000000
70.400000,-1.787268,196.266522,200.000000,8.204211,135.150633,150.000000
70.500000,-1.334435,196.422139,200.000000,7.747436,135.558144,150.000000
70.600000,-0.923497,196.576055,200.000000,7.247866,135.970865,150.000000
70.700000,-0.552914,196.728648,200.000000,6.711498,136.388234,150.000000
70.800000,-0.221093,196.880258,200.000000,6.144151,136.809661,150.000000
70.900000,0.073606,197.031182,200.000000,5.551443,137.234531,150.000000
71.000000,0.332853,197.181686,200.000000,4.938765,137.662216,150.000000
71.100000,0.558345,197.331994,200.000000,4.311270,138.092074,150.000000
71.200000,0.751792,197.482304,200.000000,3.673850,138.523457,150.000000
71.300000,0.914909,197.632776,200.000000,3.031125,138.955714,150.000000
71.400000,1.049410,197.783546,200.000000,2.387435,139.388196,150.000000
71.500000,1.157002,197.934718,200.000000,1.746829,139.820264,150.000000
71.600000,1.239375,198.086375,200.000000,1.113063,140.251284,150.000000
71.700000,1.298195,198.238571,200.000000,0.489591,140.680638,150.000000
71.800000,1.335105,198.391341,200.000000,-0.120428,141.107725,150.000000
71.900000,1.351713,198.544699,200.000000,-0.714137,141.531963,150.000000
72.000000,1.349593,198.698640,200.000000,-1.288972,141.952791,150.000000
72.100000,1.330274,198.853142,200.000000,-1.842660,142.369672,150.000000
72.200000,1.295247,199.008166,200.000000,-2.373216,142.782095,150.000000
72.300000,1.245953,199.163661,200.000000,-2.878928,143.189577,150.000000
72.400000,1.183782,199.319562,200.000000,-3.358356,143.591663,150.000000
72.500000,1.110075,199.475794,200.000000,-3.810318,143.987929,150.000000
72.600000,1.026119,199.632271,200.000000,-4.233881,144.377979,150.000000
72.700000,0.933146,199.788899,200.000000,-4.628348,144.761451,150.000000
72.800000,0.832332,199.945576,200.000000,-4.993247,145.138012,150.000000
72.900000,0.724796,200.102194,200.000000,-5.328317,145.507362,150.000000
73.000000,0.611601,200.258641,200.000000,-5.633497,145.869232,150.000000
73.100000,0.493752,200.414799,200.000000,-5.908910,146.223383,150.000000
73.200000,0.372197,200.570549,200.000000,-6.154851,146.569609,150.000000
73.300000,0.247828,200.725768,200.000000,-6.371770,146.907732,150.000000
73.400000,0.121479,200.880332,200.000000,-6.560263,147.237604,150.000000
73.500000,-0.006069,201.034117,200.000000,-6.721055,147.559106,150.000000
73.600000,-0.134093,201.186999,200.000000,-6.854988,147.872145,150.000000
73.700000,-0.261919,201.338855,200.000000,-6.963003,148.176656,150.000000
73.800000,-0.388930,201.489563,200.000000,-7.046134,148.472599,150.000000
73.900000,-0.514556,201.639003,200.000000,-7.105491,148.759956,150.000000
74.000000,-0.638279,201.787057,200.000000,-7.142247,149.038734,150.000000
74.100000,-0.759627,201.933611,200.000000,-7.157630,149.308961,150.000000
74.200000,-0.878175,202.078554,200.000000,-7.152905,149.570683,150.000000
74.300000,-0.993543,202.221779,200.000000,-7.129373,149.823968,150.000000
74.400000,-1.105393,202.363183,200.000000,-7.088350,150.068898,150.000000
74.500000,-1.213429,202.502666,200.000000,-7.031165,150.305571,150.000000
74.600000,-1.317391,202.640134,200.000000,-6.959149,150.534103,150.000000
74.700000,-1.417059,202.775498,200.000000,-6.873625,150.754618,150.000000
74.800000,-1.512247,202.908673,200.000000,-6.775902,150.967255,150.000000
74.900000,-1.602803,203.039579,200.000000,-6.667268,151.172161,150.000000
75.000000,-1.688606,203.168142,200.000000,-6.548981,151.369494,150.000000
75.100000,-1.769565,203.294293,200.000000,-6.422267,151.559418,150.000000
75.200000,-1.845615,203.417967,200.000000,-6.288312,151.742103,150.000000
75.300000,-1.916719,203.539106,200.000000,-6.148259,151.917728,150.000000
75.400000,-1.982862,203.657657,200.000000,-6.003203,152.086471,150.000000
75.500000,-2.044053,203.773571,200.000000,-5.854188,152.248515,150.000000
75.600000,-2.100320,203.886805,200.000000,-5.702205,152.404048,150.000000
75.700000,-2.151712,203.997321,200.000000,-5.548188,152.553255,150.000000
75.800000,-2.198292,204.105086,200.000000,-5.393014,152.696322,150.000000
75.900000,-2.240141,204.210072,200.000000,-5.237501,152.833437,150.000000
76.000000,-2.277354,204.312256,200.000000,-5.082407,152.964784,150.000000
76.100000,-2.310038,204.411619,200.000000,-4.928430,153.090546,150.000000
76.200000,-2.338309,204.508147,200.000000,-4.776207,153.210902,150.000000
76.300000,-2.362298,204.601830,200.000000,-4.626317,153.326031,150.000000
76.400000,-2.382140,204.692662,200.000000,-4.479278,153.436104,150.000000
76.500000,-2.397978,204.780642,200.000000,-4.335552,153.541292,150.000000
76.600000,-2.409964,204.865772,200.000000,-4.195544,153.641758,150.000000
76.700000,-2.418252,204.948059,200.000000,-4.059605,153.737663,150.000000
76.800000,-2.423001,205.027511,200.000000,-3.928030,153.829159,150.000000
76.900000,-2.424374,205.104141,200.000000,-3.801068,153.916397,150.000000
77.000000,-2.422534,205.177966,200.000000,-3.678914,153.999520,150.000000
77.100000,-2.417647,205.249004,200.000000,-3.561721,154.078666,150.000000
